Category,Location,Category Encoded,Lat,Long,Open hours,Price Level,Lat_rad,Long_rad,Min Dist to next,cluster,place_id
Bib Gourmand Restaurants,Flavio al Velavevodetto,3,41.8765558,12.4760277,"['Monday: 12:30\u2009–\u20093:00\u202fPM, 7:30\u2009–\u200911:00\u202fPM', 'Tuesday: 12:30\u2009–\u20093:00\u202fPM, 7:30\u2009–\u200911:00\u202fPM', 'Wednesday: 12:30\u2009–\u20093:00\u202fPM, 7:30\u2009–\u200911:00\u202fPM', 'Thursday: 12:30\u2009–\u20093:00\u202fPM, 7:30\u2009–\u200911:00\u202fPM', 'Friday: 12:30\u2009–\u20093:00\u202fPM, 7:30\u2009–\u200911:00\u202fPM', 'Saturday: 12:30\u2009–\u20093:00\u202fPM, 7:30\u2009–\u200911:00\u202fPM', 'Sunday: 12:30\u2009–\u20093:00\u202fPM, 7:30\u2009–\u200911:00\u202fPM']",2.0,0.730883778105128,0.21774776093501536,251.66365884779728,1,ChIJIdoK9y5gLxMR3ocPcmakVLA
Bib Gourmand Restaurants,Trattoria Pennestri,3,41.8733288,12.4797,"['Monday: Closed', 'Tuesday: 7:00\u2009–\u200911:00\u202fPM', 'Wednesday: 7:00\u2009–\u200911:00\u202fPM', 'Thursday: 7:00\u2009–\u200911:00\u202fPM', 'Friday: 12:00\u2009–\u20093:00\u202fPM, 7:00\u2009–\u200911:00\u202fPM', 'Saturday: 12:00\u2009–\u20093:00\u202fPM, 7:00\u2009–\u200911:00\u202fPM', 'Sunday: 12:00\u2009–\u20093:00\u202fPM, 7:00\u2009–\u200911:00\u202fPM']",2.0,0.7308274563301662,0.21781185466113634,365.1269349471976,1,ChIJUyZGkitgLxMR94FH5oz5cOE
Bib Gourmand Restaurants,La Gensola,3,41.88941399999999,12.4763839,"['Monday: 12:30\u2009–\u20093:00\u202fPM, 7:30\u2009–\u200911:30\u202fPM', 'Tuesday: 12:30\u2009–\u20093:00\u202fPM, 7:30\u2009–\u200911:30\u202fPM', 'Wednesday: 12:30\u2009–\u20093:00\u202fPM, 7:30\u2009–\u200911:30\u202fPM', 'Thursday: 12:30\u2009–\u20093:00\u202fPM, 7:30\u2009–\u200911:30\u202fPM', 'Friday: 12:30\u2009–\u20093:00\u202fPM, 7:30\u2009–\u200911:30\u202fPM', 'Saturday: 12:30\u2009–\u20093:00\u202fPM, 7:30\u2009–\u200911:30\u202fPM', 'Sunday: 12:30\u2009–\u20093:00\u202fPM, 7:30\u2009–\u200911:30\u202fPM']",2.0,0.7311081960310077,0.21775397779781097,191.53446234999416,5,ChIJ9wnJ3klgLxMRbONSb3YILhU
Bib Gourmand Restaurants,Osteria delle Coppelle,3,41.9009482,12.4760649,"['Monday: 12:30\u2009–\u20093:30\u202fPM, 6:30\u202fPM\u2009–\u20092:00\u202fAM', 'Tuesday: 12:30\u2009–\u20093:30\u202fPM, 6:30\u202fPM\u2009–\u20092:00\u202fAM', 'Wednesday: 12:30\u2009–\u20093:30\u202fPM, 6:30\u202fPM\u2009–\u20092:00\u202fAM', 'Thursday: 12:30\u2009–\u20093:30\u202fPM, 6:30\u202fPM\u2009–\u20092:00\u202fAM', 'Friday: 12:30\u2009–\u20093:30\u202fPM, 6:30\u202fPM\u2009–\u20092:00\u202fAM', 'Saturday: 12:30\u2009–\u20093:30\u202fPM, 6:30\u202fPM\u2009–\u20092:00\u202fAM', 'Sunday: 12:30\u2009–\u20093:30\u202fPM, 6:30\u202fPM\u2009–\u20092:00\u202fAM']",2.0,0.7313095057975916,0.2177484101974971,129.93628259102056,2,ChIJKbN8pVFgLxMRBpHaV1xpI_o
Bib Gourmand Restaurants,Retrobottega,3,41.9019254,12.475204,"['Monday: Closed', 'Tuesday: 8:30\u202fAM\u2009–\u200912:00\u202fAM', 'Wednesday: 8:30\u202fAM\u2009–\u200912:00\u202fAM', 'Thursday: 8:30\u202fAM\u2009–\u200912:00\u202fAM', 'Friday: 8:30\u202fAM\u2009–\u200912:00\u202fAM', 'Saturday: 8:30\u202fAM\u2009–\u200912:00\u202fAM', 'Sunday: 8:00\u202fAM\u2009–\u200912:00\u202fAM']",2.0,0.731326561155042,0.21773338465796668,129.93628259102056,2,ChIJVYm1AVFgLxMRgMGqr8Hf9Gw
Bib Gourmand Restaurants,Da Enzo al 29,3,41.8880847,12.4778554,"['Monday: 12:15\u2009–\u20093:00\u202fPM, 7:00\u2009–\u200911:00\u202fPM', 'Tuesday: 12:15\u2009–\u20093:00\u202fPM, 7:00\u2009–\u200911:00\u202fPM', 'Wednesday: 12:15\u2009–\u20093:00\u202fPM, 7:00\u2009–\u200911:00\u202fPM', 'Thursday: 12:15\u2009–\u20093:00\u202fPM, 7:00\u2009–\u200911:00\u202fPM', 'Friday: 12:15\u2009–\u20093:00\u202fPM, 7:00\u2009–\u200911:00\u202fPM', 'Saturday: 12:15\u2009–\u20093:00\u202fPM, 7:00\u2009–\u200911:00\u202fPM', 'Sunday: Closed']",2.0,0.7310849953692612,0.21777966031775403,191.53446234999416,5,ChIJfy613ThgLxMR-Kr1iDROgrU
Bib Gourmand Restaurants,Tempio di Iside,3,41.8893993,12.5010613,"['Monday: 12:30\u2009–\u20092:30\u202fPM, 7:30\u2009–\u200910:30\u202fPM', 'Tuesday: 12:30\u2009–\u20092:30\u202fPM, 7:30\u2009–\u200910:30\u202fPM', 'Wednesday: 12:30\u2009–\u20092:30\u202fPM, 7:30\u2009–\u200910:30\u202fPM', 'Thursday: 12:30\u2009–\u20092:30\u202fPM, 7:30\u2009–\u200910:30\u202fPM', 'Friday: 12:30\u2009–\u20092:30\u202fPM, 7:30\u2009–\u200910:30\u202fPM', 'Saturday: 12:30\u2009–\u20092:30\u202fPM, 7:30\u2009–\u200910:30\u202fPM', 'Sunday: Closed']",4.0,0.7311079394676079,0.2181846796786426,288.6184732312617,3,ChIJ_W4e075hLxMRR5AVDKisFVE
Bib Gourmand Restaurants,Felice a Testaccio,3,41.8785544,12.4774541,"['Monday: 12:30\u2009–\u20093:30\u202fPM, 7:00\u2009–\u200911:30\u202fPM', 'Tuesday: 12:30\u2009–\u20093:30\u202fPM, 7:00\u2009–\u200911:30\u202fPM', 'Wednesday: 12:30\u2009–\u20093:30\u202fPM, 7:00\u2009–\u200911:30\u202fPM', 'Thursday: 12:30\u2009–\u20093:30\u202fPM, 7:00\u2009–\u200911:30\u202fPM', 'Friday: 12:30\u2009–\u20093:30\u202fPM, 7:00\u2009–\u200911:30\u202fPM', 'Saturday: 12:30\u2009–\u20093:30\u202fPM, 7:00\u2009–\u200911:30\u202fPM', 'Sunday: 12:30\u2009–\u20093:30\u202fPM, 7:00\u2009–\u200911:30\u202fPM']",2.0,0.7309186602555584,0.21777265631146578,251.66365884779728,1,ChIJ1_AwEC5gLxMRLFf8-EiTRm0
Bib Gourmand Restaurants,Roscioli,3,41.894256,12.4742417,"['Monday: 9:00\u202fAM\u2009–\u200912:00\u202fAM', 'Tuesday: 9:00\u202fAM\u2009–\u200912:00\u202fAM', 'Wednesday: 9:00\u202fAM\u2009–\u200912:00\u202fAM', 'Thursday: 9:00\u202fAM\u2009–\u200912:00\u202fAM', 'Friday: 9:00\u202fAM\u2009–\u200912:00\u202fAM', 'Saturday: 9:00\u202fAM\u2009–\u200912:00\u202fAM', 'Sunday: 9:00\u202fAM\u2009–\u200912:00\u202fAM']",3.0,0.7311927048733895,0.21771658935457475,102.25119556020398,2,ChIJ4T6-zEhgLxMRSa1VL3N0DyY
Bib Gourmand Restaurants,Pizzeria Emma,3,41.8948002,12.4752375,"['Monday: 12:30\u2009–\u20093:30\u202fPM, 6:30\u2009–\u200911:30\u202fPM', 'Tuesday: 12:30\u2009–\u20093:30\u202fPM, 6:30\u2009–\u200911:30\u202fPM', 'Wednesday: 12:30\u2009–\u20093:30\u202fPM, 6:30\u2009–\u200911:30\u202fPM', 'Thursday: 12:30\u2009–\u20093:30\u202fPM, 6:30\u2009–\u200911:30\u202fPM', 'Friday: 12:30\u2009–\u20093:30\u202fPM, 6:30\u2009–\u200911:30\u202fPM', 'Saturday: 12:30\u2009–\u20093:30\u202fPM, 6:30\u2009–\u200911:30\u202fPM', 'Sunday: 12:30\u2009–\u20093:30\u202fPM, 6:30\u2009–\u200911:30\u202fPM']",2.0,0.7312022029551789,0.2177339693432661,102.25119556020398,2,ChIJidqXKE9gLxMRoPu1i7w_aOs
Michelin-Starred Restaurants,Il Pagliaccio,4,41.897889,12.4674252,"['Monday: Closed', 'Tuesday: 7:30\u2009–\u200910:00\u202fPM', 'Wednesday: 7:30\u2009–\u200910:00\u202fPM', 'Thursday: 7:30\u2009–\u200910:00\u202fPM', 'Friday: 7:30\u2009–\u200910:00\u202fPM', 'Saturday: 12:30\u2009–\u20092:00\u202fPM, 7:30\u2009–\u200910:00\u202fPM', 'Sunday: Closed']",4.0,0.7312561126851145,0.21759761898611252,63.30303239515958,2,ChIJxXT3hURgLxMRuzmYPjBhY8k
Michelin-Starred Restaurants,Pipero Roma,4,41.8978081,12.4686912,"['Monday: 7:00\u2009–\u200911:00\u202fPM', 'Tuesday: 12:00\u2009–\u20093:00\u202fPM, 7:00\u2009–\u200911:00\u202fPM', 'Wednesday: 12:00\u2009–\u20093:00\u202fPM, 7:00\u2009–\u200911:00\u202fPM', 'Thursday: 12:00\u2009–\u20093:00\u202fPM, 7:00\u2009–\u200911:00\u202fPM', 'Friday: 12:00\u2009–\u20093:00\u202fPM, 7:00\u2009–\u200911:00\u202fPM', 'Saturday: 7:00\u2009–\u200911:00\u202fPM', 'Sunday: Closed']",4.0,0.7312547007137497,0.2176197148544428,105.16776828195644,2,ChIJ__9P5kRgLxMR8DBAF5WMSiI
Michelin-Starred Restaurants,Aroma at Palazzo Manfredi,4,41.8901781,12.4955196,"['Monday: 7:00\u2009–\u200911:00\u202fPM', 'Tuesday: 7:00\u2009–\u200911:00\u202fPM', 'Wednesday: 12:30\u2009–\u20093:00\u202fPM, 7:00\u2009–\u200911:00\u202fPM', 'Thursday: 12:30\u2009–\u20093:00\u202fPM, 7:00\u2009–\u200911:00\u202fPM', 'Friday: 12:30\u2009–\u20093:00\u202fPM, 7:00\u2009–\u200911:00\u202fPM', 'Saturday: 12:30\u2009–\u20093:00\u202fPM, 7:00\u2009–\u200911:00\u202fPM', 'Sunday: 12:30\u2009–\u20093:00\u202fPM, 7:00\u2009–\u200911:00\u202fPM']",4.0,0.7311215320918224,0.21808795876748482,194.32517566083095,3,ChIJ_RzlBblhLxMR11BvqYi8aoQ
Michelin-Starred Restaurants,Imàgo at the Hassler,4,41.905973,12.4840332,"['Monday: Closed', 'Tuesday: 7:30\u2009–\u200910:30\u202fPM', 'Wednesday: 7:30\u2009–\u200910:30\u202fPM', 'Thursday: 7:30\u2009–\u200910:30\u202fPM', 'Friday: 7:30\u2009–\u200910:30\u202fPM', 'Saturday: 7:30\u2009–\u200910:30\u202fPM', 'Sunday: Closed']",4.0,0.7313972051018458,0.21788748326828378,104.1406495524631,0,ChIJW6tyLVVgLxMRULTMKJiciGU
Michelin-Starred Restaurants,Glass Hostaria,4,41.8905173,12.4691609,"['Monday: Closed', 'Tuesday: Closed', 'Wednesday: 7:00\u2009–\u200910:30\u202fPM', 'Thursday: 7:00\u2009–\u200910:30\u202fPM', 'Friday: 7:00\u2009–\u200910:30\u202fPM', 'Saturday: 12:30\u2009–\u20093:00\u202fPM, 7:00\u2009–\u200910:30\u202fPM', 'Sunday: 12:30\u2009–\u20093:00\u202fPM, 7:00\u2009–\u200910:30\u202fPM']",4.0,0.7311274522486452,0.21762791266593942,124.11318950469294,2,ChIJ5UjGdkdgLxMRzT7K8LNlcXU
Michelin-Starred Restaurants,All'Oro,4,41.9139005,12.4728606,"['Monday: 6:00\u2009–\u200911:00\u202fPM', 'Tuesday: 6:00\u2009–\u200911:00\u202fPM', 'Wednesday: 6:00\u2009–\u200911:00\u202fPM', 'Thursday: 6:00\u2009–\u200911:00\u202fPM', 'Friday: 6:00\u2009–\u200911:00\u202fPM', 'Saturday: 6:00\u2009–\u200911:00\u202fPM', 'Sunday: 6:00\u2009–\u200911:00\u202fPM']",4.0,0.7315355660782975,0.21769248461227544,0.0,6,ChIJ78OrZyJhLxMRjI91m6yLGS0
Michelin-Starred Restaurants,Acquolina,4,41.9087683,12.4755721,"['Monday: Closed', 'Tuesday: 7:00\u2009–\u20099:00\u202fPM', 'Wednesday: 7:00\u2009–\u20099:00\u202fPM', 'Thursday: 7:00\u2009–\u20099:00\u202fPM', 'Friday: 7:00\u2009–\u20099:00\u202fPM', 'Saturday: 7:00\u2009–\u20099:00\u202fPM', 'Sunday: Closed']",4.0,0.7314459922904266,0.2177398092149433,255.09864816540792,6,ChIJg_5F7dFgLxMRVhs1OD0oNFE
Michelin-Starred Restaurants,Moma,4,41.9056467,12.4908059,"['Monday: 12:30\u2009–\u20093:00\u202fPM, 7:30\u2009–\u200911:00\u202fPM', 'Tuesday: 12:30\u2009–\u20093:00\u202fPM, 7:30\u2009–\u200911:00\u202fPM', 'Wednesday: 12:30\u2009–\u20093:00\u202fPM, 7:30\u2009–\u200911:00\u202fPM', 'Thursday: 12:30\u2009–\u20093:00\u202fPM, 7:30\u2009–\u200911:00\u202fPM', 'Friday: 12:30\u2009–\u20093:00\u202fPM, 7:30\u2009–\u200911:00\u202fPM', 'Saturday: 7:30\u2009–\u200911:00\u202fPM', 'Sunday: Closed']",3.0,0.7313915100924964,0.21800568918253357,274.5118872206452,0,ChIJCT-Ek6lhLxMR51yCUkjKb-w
Michelin-Starred Restaurants,Per Me Giulio Terrinoni,4,41.897325,12.4675293,"['Monday: 12:30\u2009–\u20092:00\u202fPM, 7:00\u2009–\u200910:00\u202fPM', 'Tuesday: 12:30\u2009–\u20092:00\u202fPM, 7:00\u2009–\u200910:00\u202fPM', 'Wednesday: 12:30\u2009–\u20092:00\u202fPM, 7:00\u2009–\u200910:00\u202fPM', 'Thursday: 12:30\u2009–\u20092:00\u202fPM, 7:00\u2009–\u200910:00\u202fPM', 'Friday: 12:30\u2009–\u20092:00\u202fPM, 7:00\u2009–\u200910:00\u202fPM', 'Saturday: 12:30\u2009–\u20092:00\u202fPM, 7:00\u2009–\u200910:00\u202fPM', 'Sunday: 12:30\u2009–\u20092:00\u202fPM, 7:00\u2009–\u200910:00\u202fPM']",4.0,0.7312462690281333,0.21759943587386388,63.30303239515958,2,ChIJWYdrYkRgLxMR_lor-OXSdNs
Michelin-Starred Restaurants,Marzapane,4,41.9140765,12.475073,"['Monday: 12:30\u2009–\u20092:00\u202fPM, 7:00\u2009–\u20099:30\u202fPM', 'Tuesday: Closed', 'Wednesday: Closed', 'Thursday: 7:00\u2009–\u20099:30\u202fPM', 'Friday: 12:30\u2009–\u20092:00\u202fPM, 7:00\u2009–\u20099:30\u202fPM', 'Saturday: 12:30\u2009–\u20092:00\u202fPM, 7:00\u2009–\u20099:30\u202fPM', 'Sunday: 12:30\u2009–\u20092:00\u202fPM, 7:00\u2009–\u20099:30\u202fPM']",3.0,0.7315386378577811,0.21773109827664658,184.1093114634725,6,ChIJcYym3A5hLxMR7DnOVDuwWQc
Michelin-Starred Restaurants,Ristorante Oliver Glowig,4,41.9139005,12.4728606,"['Monday: 6:00\u2009–\u200911:00\u202fPM', 'Tuesday: 6:00\u2009–\u200911:00\u202fPM', 'Wednesday: 6:00\u2009–\u200911:00\u202fPM', 'Thursday: 6:00\u2009–\u200911:00\u202fPM', 'Friday: 6:00\u2009–\u200911:00\u202fPM', 'Saturday: 6:00\u2009–\u200911:00\u202fPM', 'Sunday: 6:00\u2009–\u200911:00\u202fPM']",4.0,0.7315355660782975,0.21769248461227544,0.0,6,ChIJ78OrZyJhLxMRjI91m6yLGS0
